238  [Thread-4] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=1}
238  [Thread-9] DEBUG  Lab4.Client  - New operation on client #8 Operation{from=Account{accountNumber=1, money=50}, to=Account{accountNumber=6, money=51}, money=4, status=PENDING}
238  [Thread-9] DEBUG  Lab4.Bank  - Processing client #8
238  [Thread-9] DEBUG  Lab4.Cashier  - Processed operation of client #8 by cashier #9: Operation{from=Account{accountNumber=1, money=46}, to=Account{accountNumber=6, money=55}, money=4, status=OK}
238  [Thread-9] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=9}
334  [Thread-3] DEBUG  Lab4.Client  - New operation on client #2 Operation{from=Account{accountNumber=2, money=2}, to=Account{accountNumber=3, money=50}, money=2, status=PENDING}
334  [Thread-3] DEBUG  Lab4.Bank  - Processing client #2
334  [Thread-7] DEBUG  Lab4.Client  - New operation on client #6 Operation{from=Account{accountNumber=6, money=55}, to=Account{accountNumber=12, money=47}, money=0, status=PENDING}
334  [Thread-7] DEBUG  Lab4.Bank  - Processing client #6
334  [Thread-3] DEBUG  Lab4.Cashier  - Processed operation of client #2 by cashier #2: Operation{from=Account{accountNumber=2, money=0}, to=Account{accountNumber=3, money=52}, money=2, status=OK}
334  [Thread-3] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=2}
334  [Thread-7] DEBUG  Lab4.Cashier  - Processed operation of client #6 by cashier #4: Operation{from=Account{accountNumber=6, money=55}, to=Account{accountNumber=12, money=47}, money=0, status=OK}
334  [Thread-7] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=4}
335  [Thread-2] DEBUG  Lab4.Client  - New operation on client #1 Operation{from=Account{accountNumber=19, money=53}, to=Account{accountNumber=7, money=44}, money=2, status=PENDING}
336  [Thread-2] DEBUG  Lab4.Bank  - Processing client #1
335  [Thread-6] DEBUG  Lab4.Client  - New operation on client #5 Operation{from=Account{accountNumber=17, money=49}, to=Account{accountNumber=18, money=47}, money=1, status=PENDING}
336  [Thread-6] DEBUG  Lab4.Bank  - Processing client #5
335  [Thread-10] DEBUG  Lab4.Client  - New operation on client #9 Operation{from=Account{accountNumber=11, money=44}, to=Account{accountNumber=16, money=50}, money=3, status=PENDING}
336  [Thread-10] DEBUG  Lab4.Bank  - Processing client #9
336  [Thread-6] DEBUG  Lab4.Cashier  - Processed operation of client #5 by cashier #8: Operation{from=Account{accountNumber=17, money=48}, to=Account{accountNumber=18, money=48}, money=1, status=OK}
336  [Thread-6] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=8}
336  [Thread-2] DEBUG  Lab4.Cashier  - Processed operation of client #1 by cashier #3: Operation{from=Account{accountNumber=19, money=51}, to=Account{accountNumber=7, money=46}, money=2, status=OK}
336  [Thread-1] DEBUG  Lab4.Client  - New operation on client #0 Operation{from=Account{accountNumber=7, money=44}, to=Account{accountNumber=18, money=47}, money=4, status=PENDING}
337  [Thread-1] DEBUG  Lab4.Bank  - Processing client #0
337  [Thread-8] DEBUG  Lab4.Client  - New operation on client #7 Operation{from=Account{accountNumber=7, money=4}, to=Account{accountNumber=11, money=41}, money=4, status=PENDING}
337  [Thread-2] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=3}
337  [Thread-5] DEBUG  Lab4.Client  - New operation on client #4 Operation{from=Account{accountNumber=1, money=46}, to=Account{accountNumber=4, money=51}, money=1, status=PENDING}
337  [Thread-5] DEBUG  Lab4.Bank  - Processing client #4
336  [Thread-10] DEBUG  Lab4.Cashier  - Processed operation of client #9 by cashier #5: Operation{from=Account{accountNumber=11, money=41}, to=Account{accountNumber=16, money=53}, money=3, status=OK}
338  [Thread-10] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=5}
337  [Thread-5] DEBUG  Lab4.Cashier  - Processed operation of client #4 by cashier #7: Operation{from=Account{accountNumber=1, money=45}, to=Account{accountNumber=4, money=52}, money=1, status=OK}
338  [Thread-9] DEBUG  Lab4.Client  - New operation on client #8 Operation{from=Account{accountNumber=7, money=42}, to=Account{accountNumber=9, money=46}, money=4, status=PENDING}
338  [Thread-9] DEBUG  Lab4.Bank  - Processing client #8
337  [Thread-8] DEBUG  Lab4.Bank  - Processing client #7
337  [Thread-1] DEBUG  Lab4.Cashier  - Processed operation of client #0 by cashier #6: Operation{from=Account{accountNumber=7, money=42}, to=Account{accountNumber=18, money=52}, money=4, status=OK}
338  [Thread-1] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=6}
338  [Thread-8] DEBUG  Lab4.Cashier  - Processed operation of client #7 by cashier #1: Operation{from=Account{accountNumber=7, money=0}, to=Account{accountNumber=11, money=45}, money=4, status=OK}
338  [Thread-8] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=1}
338  [Thread-9] DEBUG  Lab4.Cashier  - Processed operation of client #8 by cashier #0: Operation{from=Account{accountNumber=7, money=38}, to=Account{accountNumber=9, money=50}, money=4, status=OK}
339  [Thread-9] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=0}
338  [Thread-5] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=7}
338  [Thread-4] DEBUG  Lab4.Client  - New operation on client #3 Operation{from=Account{accountNumber=17, money=48}, to=Account{accountNumber=3, money=0}, money=2, status=PENDING}
339  [Thread-4] DEBUG  Lab4.Bank  - Processing client #3
339  [Thread-4] DEBUG  Lab4.Cashier  - Processed operation of client #3 by cashier #9: Operation{from=Account{accountNumber=17, money=46}, to=Account{accountNumber=3, money=2}, money=2, status=OK}
339  [Thread-4] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=9}
410  [Obs thread] INFO   Lab4.BankObserver  - Result of bank checking = true
434  [Thread-3] DEBUG  Lab4.Client  - New operation on client #2 Operation{from=Account{accountNumber=17, money=46}, to=Account{accountNumber=2, money=0}, money=2, status=PENDING}
434  [Thread-3] DEBUG  Lab4.Bank  - Processing client #2
434  [Thread-3] DEBUG  Lab4.Cashier  - Processed operation of client #2 by cashier #2: Operation{from=Account{accountNumber=17, money=44}, to=Account{accountNumber=2, money=2}, money=2, status=OK}
434  [Thread-3] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=2}
436  [Thread-6] DEBUG  Lab4.Client  - New operation on client #5 Operation{from=Account{accountNumber=10, money=50}, to=Account{accountNumber=10, money=50}, money=4, status=PENDING}
436  [Thread-6] DEBUG  Lab4.Bank  - Processing client #5
436  [Thread-6] DEBUG  Lab4.Cashier  - Processed operation of client #5 by cashier #4: Operation{from=Account{accountNumber=10, money=50}, to=Account{accountNumber=10, money=50}, money=4, status=OK}
436  [Thread-6] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=4}
436  [Thread-7] DEBUG  Lab4.Client  - New operation on client #6 Operation{from=Account{accountNumber=0, money=54}, to=Account{accountNumber=2, money=53}, money=3, status=PENDING}
436  [Thread-7] DEBUG  Lab4.Bank  - Processing client #6
436  [Thread-7] DEBUG  Lab4.Cashier  - Processed operation of client #6 by cashier #8: Operation{from=Account{accountNumber=0, money=51}, to=Account{accountNumber=2, money=56}, money=3, status=OK}
436  [Thread-7] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=8}
437  [Thread-2] DEBUG  Lab4.Client  - New operation on client #1 Operation{from=Account{accountNumber=9, money=50}, to=Account{accountNumber=5, money=54}, money=2, status=PENDING}
437  [Thread-2] DEBUG  Lab4.Bank  - Processing client #1
437  [Thread-2] DEBUG  Lab4.Cashier  - Processed operation of client #1 by cashier #3: Operation{from=Account{accountNumber=9, money=48}, to=Account{accountNumber=5, money=56}, money=2, status=OK}
437  [Thread-2] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=3}
438  [Thread-10] DEBUG  Lab4.Client  - New operation on client #9 Operation{from=Account{accountNumber=4, money=52}, to=Account{accountNumber=7, money=38}, money=4, status=PENDING}
438  [Thread-10] DEBUG  Lab4.Bank  - Processing client #9
438  [Thread-1] DEBUG  Lab4.Client  - New operation on client #0 Operation{from=Account{accountNumber=11, money=45}, to=Account{accountNumber=0, money=0}, money=2, status=PENDING}
438  [Thread-1] DEBUG  Lab4.Bank  - Processing client #0
438  [Thread-10] DEBUG  Lab4.Cashier  - Processed operation of client #9 by cashier #5: Operation{from=Account{accountNumber=4, money=48}, to=Account{accountNumber=7, money=42}, money=4, status=OK}
438  [Thread-10] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=5}
438  [Thread-1] DEBUG  Lab4.Cashier  - Processed operation of client #0 by cashier #7: Operation{from=Account{accountNumber=11, money=43}, to=Account{accountNumber=0, money=2}, money=2, status=OK}
438  [Thread-1] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=7}
439  [Thread-9] DEBUG  Lab4.Client  - New operation on client #8 Operation{from=Account{accountNumber=19, money=51}, to=Account{accountNumber=6, money=55}, money=4, status=PENDING}
439  [Thread-8] DEBUG  Lab4.Client  - New operation on client #7 Operation{from=Account{accountNumber=7, money=42}, to=Account{accountNumber=7, money=0}, money=3, status=PENDING}
439  [Thread-8] DEBUG  Lab4.Bank  - Processing client #7
439  [Thread-5] DEBUG  Lab4.Client  - New operation on client #4 Operation{from=Account{accountNumber=8, money=61}, to=Account{accountNumber=3, money=52}, money=0, status=PENDING}
439  [Thread-5] DEBUG  Lab4.Bank  - Processing client #4
439  [Thread-8] DEBUG  Lab4.Cashier  - Processed operation of client #7 by cashier #6: Operation{from=Account{accountNumber=7, money=39}, to=Account{accountNumber=7, money=3}, money=3, status=OK}
439  [Thread-8] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=6}
439  [Thread-9] DEBUG  Lab4.Bank  - Processing client #8
440  [Thread-4] DEBUG  Lab4.Client  - New operation on client #3 Operation{from=Account{accountNumber=3, money=2}, to=Account{accountNumber=11, money=43}, money=2, status=PENDING}
440  [Thread-4] DEBUG  Lab4.Bank  - Processing client #3
439  [Thread-5] DEBUG  Lab4.Cashier  - Processed operation of client #4 by cashier #1: Operation{from=Account{accountNumber=8, money=61}, to=Account{accountNumber=3, money=52}, money=0, status=OK}
440  [Thread-5] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=1}
440  [Thread-4] DEBUG  Lab4.Cashier  - Processed operation of client #3 by cashier #9: Operation{from=Account{accountNumber=3, money=0}, to=Account{accountNumber=11, money=45}, money=2, status=OK}
440  [Thread-4] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=9}
440  [Thread-9] DEBUG  Lab4.Cashier  - Processed operation of client #8 by cashier #0: Operation{from=Account{accountNumber=19, money=47}, to=Account{accountNumber=6, money=59}, money=4, status=OK}
441  [Thread-9] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=0}
534  [Thread-3] DEBUG  Lab4.Client  - New operation on client #2 Operation{from=Account{accountNumber=2, money=2}, to=Account{accountNumber=8, money=61}, money=2, status=PENDING}
534  [Thread-3] DEBUG  Lab4.Bank  - Processing client #2
534  [Thread-3] DEBUG  Lab4.Cashier  - Processed operation of client #2 by cashier #2: Operation{from=Account{accountNumber=2, money=0}, to=Account{accountNumber=8, money=63}, money=2, status=OK}
534  [Thread-3] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=2}
